chunk_14_gold,sentence,chunk_15,chunk_14,chunk_16,chunk_11,chunk_10,chunk_13,chunk_12,_created_at,answer_chunk_05_gold,orig__golden,answer_chunk_15_gold,_country,_tainted,frame,_started_at,_trust,chunk_02_gold,answer_chunk_06_gold,chunk_06_gold,chunk_05_gold,answer_chunk_11_gold,chunk_03_gold,answer_chunk_07_gold,chunk_13_gold,answer_chunk_01_gold,_city,chunk_15_gold,answer_chunk_16,answer_chunk_15,answer_chunk_14,answer_chunk_13,answer_chunk_12,answer_chunk_11,answer_chunk_10,answer_chunk_02_gold,chunk_12_gold,_unit_id,answer_chunk_08_gold,answer_chunk_08,answer_chunk_09,answer_chunk_04,answer_chunk_05,answer_chunk_06,answer_chunk_07,answer_chunk_00,answer_chunk_01,answer_chunk_02,answer_chunk_03,_region,lu,_worker_id,fe_06,fe_05,fe_04,fe_03,fe_02,fe_01,fe_00,_channel,chunk_09_gold,answer_chunk_16_gold,answer_chunk_14_gold,chunk_04_gold,answer_chunk_13_gold,answer_chunk_12_gold,answer_chunk_10_gold,_missed,answer_chunk_04_gold,chunk_01_gold,chunk_00_gold,id,_golden,chunk_07_gold,chunk_08,chunk_09,chunk_08_gold,chunk_02,chunk_03,chunk_00,chunk_01,chunk_06,chunk_07,chunk_04,chunk_05,answer_chunk_00_gold,answer_chunk_03_gold,chunk_10_gold,chunk_16_gold,_ip,chunk_11_gold,_id,answer_chunk_09_gold
,"Shreeve uses geometry combined with paper and paint to create works that transform with shifts in light, space and movement.",,,,,,,,5/21/2016 17:45:50,None,,,USA,false,Creating,5/21/2016 17:44:02,0.4348,,None,,,,,None,,"None
Material used",Tustin,,,,,,,,,Material used,,956109121,None,None,,None,None,None,None,Creator,None,Material used,Material used,MI,create,36856858,,,Creator,Co-creator,Cause,Created,Material used,neodev,,,,,,,,true,Created,,,732017,true,,movement,,,paper,paint,Shreeve,geometry,light,space,works,transform,Creator,Material used,,,107.141.251.154,,1995319904,
,"Shreeve uses geometry combined with paper and paint to create works that transform with shifts in light, space and movement.",,,,,,,,5/22/2016 01:45:38,None,,,USA,false,Creating,5/22/2016 01:43:49,0.5714,,None,,,,,None,,"None
Material used",Brooklyn,,,,,,,,,Material used,,956109121,None,Cause,,Created,Cause,Cause,Cause,Creator,Material used,Material used,Material used,NY,create,31256687,,,Creator,Co-creator,Cause,Created,Material used,bitcoinget,,,,,,,,true,Created,,,732017,true,,movement,,,paper,paint,Shreeve,geometry,light,space,works,transform,Creator,Material used,,,47.20.252.28,,1995571284,
,"Shreeve uses geometry combined with paper and paint to create works that transform with shifts in light, space and movement.",,,,,,,,5/22/2016 05:53:21,None,,,CAN,false,Creating,5/22/2016 05:51:37,0.5714,,None,,,,,None,,"None
Material used",Calgary,,,,,,,,,Material used,,956109121,None,None,,Created,None,None,None,Creator,Material used,Material used,Material used,AB,create,37060395,,,Creator,Co-creator,Cause,Created,Material used,prizerebel,,,,,,,,,Created,,,732017,true,,movement,,,paper,paint,Shreeve,geometry,light,space,works,transform,Creator,Material used,,,198.53.98.37,,1995647995,
,"Shreeve uses geometry combined with paper and paint to create works that transform with shifts in light, space and movement.",,,,,,,,5/22/2016 23:40:49,None,,,USA,false,Creating,5/22/2016 23:39:05,0.625,,None,,,,,None,,"None
Material used",El Paso,,,,,,,,,Material used,,956109121,None,None,,Created,None,None,None,Creator,None,Material used,Material used,TX,create,27770607,,,Creator,Co-creator,Cause,Created,Material used,instagc,,,,,,,,,Created,,,732017,true,,movement,,,paper,paint,Shreeve,geometry,light,space,works,transform,Creator,Material used,,,173.175.172.255,,1996194101,
,"Shreeve uses geometry combined with paper and paint to create works that transform with shifts in light, space and movement.",,,,,,,,5/23/2016 14:16:10,None,,,USA,false,Creating,5/23/2016 14:14:57,0.5714,,None,,,,,None,,"None
Material used",Cleveland,,,,,,,,,Material used,,956109121,None,None,,Created,Cause,None,None,Creator,Material used,Material used,Material used,OH,create,10319610,,,Creator,Co-creator,Cause,Created,Material used,clixsense,,,,,,,,true,Created,,,732017,true,,movement,,,paper,paint,Shreeve,geometry,light,space,works,transform,Creator,Material used,,,75.118.61.247,,1996779009,
,"Shreeve uses geometry combined with paper and paint to create works that transform with shifts in light, space and movement.",,,,,,,,5/23/2016 19:18:57,None,,,USA,false,Creating,5/23/2016 19:12:15,0.5577,,None,,,,,None,,"None
Material used",Reston,,,,,,,,,Material used,,956109121,None,None,,Created,None,None,None,Creator,None,Material used,Material used,VA,create,36340274,,,Creator,Co-creator,Cause,Created,Material used,neodev,,,,,,,,,Created,,,732017,true,,movement,,,paper,paint,Shreeve,geometry,light,space,works,transform,Creator,Material used,,,69.255.41.140,,1997122795,
,Vasari went to Venice in 1541.,,,,,,,,5/18/2016 14:20:21,,,,GBR,false,Motion,5/18/2016 14:16:44,0.625,,,,,,,,,Destination,York,,,,,,,,,,,956431532,,,,,,,,None,Destination,,,Q5,go,37336417,,,Purpose,Provenance,Destination,Cause,Path,getpaid,,,,,,,,,,,,615167,true,,,,,,,Vasari,Venice,,,,,None,,,,81.102.132.50,,1990967167,
,Vasari went to Venice in 1541.,,,,,,,,5/18/2016 15:35:25,,,,CAN,false,Motion,5/18/2016 15:26:10,0.5625,,,,,,,,,Destination,Hamilton,,,,,,,,,,,956431532,,,,,,,,None,Destination,,,ON,go,32573092,,,Purpose,Provenance,Destination,Cause,Path,prodege,,,,,,,,,,,,615167,true,,,,,,,Vasari,Venice,,,,,None,,,,207.188.90.138,,1991040129,
,Vasari went to Venice in 1541.,,,,,,,,5/19/2016 00:55:59,,,,USA,false,Motion,5/19/2016 00:49:01,0.4,,,,,,,,,Destination,Lakewood,,,,,,,,,,,956431532,,,,,,,,None,Destination,,,OH,go,16854635,,,Purpose,Provenance,Destination,Cause,Path,neodev,,,,,,,,,,,,615167,true,,,,,,,Vasari,Venice,,,,,None,,,,70.187.75.82,,1991785013,
,Vasari went to Venice in 1541.,,,,,,,,5/19/2016 10:32:42,,,,GBR,false,Motion,5/19/2016 10:26:27,0.6,,,,,,,,,Destination,Bristol,,,,,,,,,,,956431532,,,,,,,,None,Destination,,,B7,go,30000442,,,Purpose,Provenance,Destination,Cause,Path,elite,,,,,,,,,,,,615167,true,,,,,,,Vasari,Venice,,,,,None,,,,82.33.185.181,,1992355933,
,Vasari went to Venice in 1541.,,,,,,,,5/19/2016 12:32:16,,,,CAN,false,Motion,5/19/2016 12:31:19,0.6216,,,,,,,,,Destination,Dartmouth,,,,,,,,,,,956431532,,,,,,,,None,Destination,,,NS,go,37336603,,,Purpose,Provenance,Destination,Cause,Path,prizerebel,,,,,,,,,,,,615167,true,,,,,,,Vasari,Venice,,,,,None,,,,142.177.156.75,,1992453946,
,Vasari went to Venice in 1541.,,,,,,,,5/19/2016 16:36:36,,,,SWE,false,Motion,5/19/2016 16:32:36,0.5714,,,,,,,,,Destination,Linköping,,,,,,,,,,,956431532,,,,,,,,None,Destination,,,16,go,30009233,,,Purpose,Provenance,Destination,Cause,Path,tremorgames,,,,,,,,,,,,615167,true,,,,,,,Vasari,Venice,,,,,None,,,,85.229.216.205,,1992714473,
,Vasari went to Venice in 1541.,,,,,,,,5/19/2016 17:58:10,,,,USA,false,Motion,5/19/2016 17:54:30,0.5,,,,,,,,,Destination,Topeka,,,,,,,,,,,956431532,,,,,,,,None,Destination,,,KS,go,31157999,,,Purpose,Provenance,Destination,Cause,Path,instagc,,,,,,,,,,,,615167,true,,,,,,,Vasari,Venice,,,,,None,,,,24.255.161.116,,1992775930,
,Vasari went to Venice in 1541.,,,,,,,,5/20/2016 01:51:06,,,,USA,false,Motion,5/20/2016 01:48:36,0.5577,,,,,,,,,Destination,Reston,,,,,,,,,,,956431532,,,,,,,,None,Destination,,,VA,go,36340274,,,Purpose,Provenance,Destination,Cause,Path,neodev,,,,,,,,,,,,615167,true,,,,,,,Vasari,Venice,,,,,None,,,,69.255.41.140,,1993214077,
,Vasari went to Venice in 1541.,,,,,,,,5/20/2016 14:04:29,,,,USA,false,Motion,5/20/2016 13:54:43,0.5,,,,,,,,,Destination,San Jose,,,,,,,,,,,956431532,,,,,,,,None,Destination,,,CA,go,37258822,,,Purpose,Provenance,Destination,Cause,Path,elite,,,,,,,,,,,,615167,true,,,,,,,Vasari,Venice,,,,,None,,,,23.27.45.91,,1993957193,
,Vasari went to Venice in 1541.,,,,,,,,5/20/2016 15:55:42,,,,IRL,false,Motion,5/20/2016 15:53:28,0.5536,,,,,,,,,Destination,,,,,,,,,,,,956431532,,,,,,,,None,Destination,,,,go,9234773,,,Purpose,Provenance,Destination,Cause,Path,clixsense,,,,,,,,,,,,615167,true,,,,,,,Vasari,Venice,,,,,None,,,,213.233.147.95,,1994100027,
,Vasari went to Venice in 1541.,,,,,,,,5/21/2016 04:20:30,,,,USA,false,Motion,5/21/2016 04:17:05,0.6,,,,,,,,,Destination,San Francisco,,,,,,,,,,,956431532,,,,,,,,None,Destination,,,CA,go,36944028,,,Purpose,Provenance,Destination,Cause,Path,prodege,,,,,,,,,,,,615167,true,,,,,,,Vasari,Venice,,,,,None,,,,107.133.146.130,,1994629206,
,Vasari went to Venice in 1541.,,,,,,,,5/21/2016 18:19:35,,,,USA,false,Motion,5/21/2016 18:18:08,0.5714,,,,,,,,,Destination,Brooklyn,,,,,,,,,,,956431532,,,,,,,,None,Destination,,,NY,go,31256687,,,Purpose,Provenance,Destination,Cause,Path,bitcoinget,,,,,,,,,,,,615167,true,,,,,,,Vasari,Venice,,,,,None,,,,47.20.252.28,,1995340885,
,Vasari went to Venice in 1541.,,,,,,,,5/22/2016 03:48:32,,,,USA,false,Motion,5/22/2016 03:46:30,0.6667,,,,,,,,,Destination,Taylor,,,,,,,,,,,956431532,,,,,,,,None,Destination,,,MI,go,11291592,,,Purpose,Provenance,Destination,Cause,Path,neodev,,,,,,,,,,,,615167,true,,,,,,,Vasari,Venice,,,,,None,,,,99.170.106.105,,1995611954,
,Vasari went to Venice in 1541.,,,,,,,,5/22/2016 11:58:31,,,,CAN,false,Motion,5/22/2016 11:54:21,0.75,,,,,,,,,Destination,Miramichi,,,,,,,,,,,956431532,,,,,,,,None,Destination,,,NB,go,1883056,,,Purpose,Provenance,Destination,Cause,Path,prodege,,,,,,,,,,,,615167,true,,,,,,,Vasari,Venice,,,,,None,,,,47.55.224.139,,1995783099,
,Vasari went to Venice in 1541.,,,,,,,,5/23/2016 17:40:28,,,,GBR,false,Motion,5/23/2016 17:35:19,0.6,,,,,,,,,Destination,Edinburgh,,,,,,,,,,,956431532,,,,,,,,None,Destination,,,U8,go,36364631,,,Purpose,Provenance,Destination,Cause,Path,neodev,,,,,,,,,,,,615167,true,,,,,,,Vasari,Venice,,,,,None,,,,176.27.6.6,,1997023443,
,He persuaded the British Standards Institution to create a British standard for condoms.,,,,,,,,5/19/2016 10:53:44,,,,GBR,false,Creating,5/19/2016 10:42:04,0.625,,,,,,,,,"None
Created",York,,,,,,,,,,,956432089,,,,,,,,None,None,,,Q5,create,37336417,,,Creator,Co-creator,Cause,Created,Material used,getpaid,,,,,,,,true,,,,589116,true,,,,,,,British Standards Institution,condoms,,,,,"Creator
Co-creator",,,,81.102.132.50,,1992375303,
,He persuaded the British Standards Institution to create a British standard for condoms.,,,,,,,,5/19/2016 11:59:29,,,,CAN,false,Creating,5/19/2016 11:57:46,0.6216,,,,,,,,,"None
Created",Dartmouth,,,,,,,,,,,956432089,,,,,,,,None,None,,,NS,create,37336603,,,Creator,Co-creator,Cause,Created,Material used,prizerebel,,,,,,,,true,,,,589116,true,,,,,,,British Standards Institution,condoms,,,,,"Creator
Co-creator",,,,142.177.156.75,,1992428372,
,He persuaded the British Standards Institution to create a British standard for condoms.,,,,,,,,5/19/2016 16:36:36,,,,SWE,false,Creating,5/19/2016 16:32:36,0.5714,,,,,,,,,"None
Created",Linköping,,,,,,,,,,,956432089,,,,,,,,Creator,Created,,,16,create,30009233,,,Creator,Co-creator,Cause,Created,Material used,tremorgames,,,,,,,,,,,,589116,true,,,,,,,British Standards Institution,condoms,,,,,"Creator
Co-creator",,,,85.229.216.205,,1992714477,
,He persuaded the British Standards Institution to create a British standard for condoms.,,,,,,,,5/19/2016 16:52:36,,,,CAN,false,Creating,5/19/2016 16:29:17,0.6,,,,,,,,,"None
Created",Hamilton,,,,,,,,,,,956432089,,,,,,,,Creator,Material used,,,ON,create,36657408,,,Creator,Co-creator,Cause,Created,Material used,tremorgames,,,,,,,,true,,,,589116,true,,,,,,,British Standards Institution,condoms,,,,,"Creator
Co-creator",,,,67.215.144.220,,1992727039,
,He persuaded the British Standards Institution to create a British standard for condoms.,,,,,,,,5/19/2016 19:05:54,,,,CAN,false,Creating,5/19/2016 19:03:37,0.5,,,,,,,,,"None
Created",Verdun,,,,,,,,,,,956432089,,,,,,,,Creator,None,,,QC,create,37604123,,,Creator,Co-creator,Cause,Created,Material used,clixsense,,,,,,,,,,,,589116,true,,,,,,,British Standards Institution,condoms,,,,,"Creator
Co-creator",,,,74.15.216.243,,1992840103,
,He persuaded the British Standards Institution to create a British standard for condoms.,,,,,,,,5/20/2016 16:39:53,,,,IRL,false,Creating,5/20/2016 16:38:28,0.5536,,,,,,,,,"None
Created",,,,,,,,,,,,956432089,,,,,,,,Creator,None,,,,create,9234773,,,Creator,Co-creator,Cause,Created,Material used,clixsense,,,,,,,,,,,,589116,true,,,,,,,British Standards Institution,condoms,,,,,"Creator
Co-creator",,,,213.233.147.95,,1994161466,
,He persuaded the British Standards Institution to create a British standard for condoms.,,,,,,,,5/22/2016 00:50:41,,,,USA,false,Creating,5/22/2016 00:48:37,0.5714,,,,,,,,,"None
Created",Brooklyn,,,,,,,,,,,956432089,,,,,,,,Creator,Created,,,NY,create,31256687,,,Creator,Co-creator,Cause,Created,Material used,bitcoinget,,,,,,,,,,,,589116,true,,,,,,,British Standards Institution,condoms,,,,,"Creator
Co-creator",,,,47.20.252.28,,1995542567,
,He persuaded the British Standards Institution to create a British standard for condoms.,,,,,,,,5/22/2016 23:29:14,,,,USA,false,Creating,5/22/2016 23:27:22,0.625,,,,,,,,,"None
Created",El Paso,,,,,,,,,,,956432089,,,,,,,,Creator,Created,,,TX,create,27770607,,,Creator,Co-creator,Cause,Created,Material used,instagc,,,,,,,,,,,,589116,true,,,,,,,British Standards Institution,condoms,,,,,"Creator
Co-creator",,,,173.175.172.255,,1996189743,
,He persuaded the British Standards Institution to create a British standard for condoms.,,,,,,,,5/23/2016 14:01:56,,,,USA,false,Creating,5/23/2016 14:00:22,0.5714,,,,,,,,,"None
Created",Cleveland,,,,,,,,,,,956432089,,,,,,,,Creator,Created,,,OH,create,10319610,,,Creator,Co-creator,Cause,Created,Material used,clixsense,,,,,,,,,,,,589116,true,,,,,,,British Standards Institution,condoms,,,,,"Creator
Co-creator",,,,75.118.61.247,,1996768647,
,He persuaded the British Standards Institution to create a British standard for condoms.,,,,,,,,5/23/2016 17:10:56,,,,GBR,false,Creating,5/23/2016 17:05:32,0.4286,,,,,,,,,"None
Created",Folkestone,,,,,,,,,,,956432089,,,,,,,,Creator,None,,,G5,create,29074051,,,Creator,Co-creator,Cause,Created,Material used,neodev,,,,,,,,,,,,589116,true,,,,,,,British Standards Institution,condoms,,,,,"Creator
Co-creator",,,,80.6.67.18,,1996998633,
,He persuaded the British Standards Institution to create a British standard for condoms.,,,,,,,,5/23/2016 19:31:21,,,,USA,false,Creating,5/23/2016 19:24:57,0.5577,,,,,,,,,"None
Created",Reston,,,,,,,,,,,956432089,,,,,,,,Material used,None,,,VA,create,36340274,,,Creator,Co-creator,Cause,Created,Material used,neodev,,,,,,,,true,,,,589116,true,,,,,,,British Standards Institution,condoms,,,,,"Creator
Co-creator",,,,69.255.41.140,,1997135074,
,He persuaded the British Standards Institution to create a British standard for condoms.,,,,,,,,5/23/2016 22:58:09,,,,USA,false,Creating,5/23/2016 22:52:47,0.75,,,,,,,,,"None
Created",Bedford,,,,,,,,,,,956432089,,,,,,,,Created,Material used,,,MA,create,36690952,,,Creator,Co-creator,Cause,Created,Material used,fusioncash,,,,,,,,true,,,,589116,true,,,,,,,British Standards Institution,condoms,,,,,"Creator
Co-creator",,,,73.167.134.46,,1997359029,
,"He was born in Urbino in 1483 and first trained with his father, the painter Giovanni Santi.",,,,,,,,5/18/2016 14:58:31,,,,CAN,false,Birth,5/18/2016 14:42:38,0.5625,,,,,,,,,None,Hamilton,,,,,,,,,"Occupation
None",,956432789,,,,,,,,None,None,Occupation,Father,ON,bear,32573092,,,,Mother,Father,Child,Occupation,prodege,,,,,,,,,,,,196525,true,,,,,painter,Giovanni Santi,Urbino,first,,,,,None,Father,,,207.188.90.138,,1991006339,
,"He was born in Urbino in 1483 and first trained with his father, the painter Giovanni Santi.",,,,,,,,5/19/2016 03:36:30,,,,USA,false,Birth,5/19/2016 03:30:55,0.6,,,,,,,,,None,Coos Bay,,,,,,,,,"Occupation
None",,956432789,,,,,,,,None,None,Father,Father,OR,bear,30442301,,,,Mother,Father,Child,Occupation,instagc,,,,,,,,true,,,,196525,true,,,,,painter,Giovanni Santi,Urbino,first,,,,,None,Father,,,71.11.72.197,,1991939297,
,"He was born in Urbino in 1483 and first trained with his father, the painter Giovanni Santi.",,,,,,,,5/19/2016 10:02:38,,,,GBR,false,Birth,5/19/2016 09:58:23,0.625,,,,,,,,,None,York,,,,,,,,,"Occupation
None",,956432789,,,,,,,,None,None,Occupation,Father,Q5,bear,37336417,,,,Mother,Father,Child,Occupation,getpaid,,,,,,,,,,,,196525,true,,,,,painter,Giovanni Santi,Urbino,first,,,,,None,Father,,,81.102.132.50,,1992328324,
,"He was born in Urbino in 1483 and first trained with his father, the painter Giovanni Santi.",,,,,,,,5/19/2016 10:32:42,,,,GBR,false,Birth,5/19/2016 10:26:27,0.6,,,,,,,,,None,Bristol,,,,,,,,,"Occupation
None",,956432789,,,,,,,,None,None,Occupation,Father,B7,bear,30000442,,,,Mother,Father,Child,Occupation,elite,,,,,,,,,,,,196525,true,,,,,painter,Giovanni Santi,Urbino,first,,,,,None,Father,,,82.33.185.181,,1992355940,
,"He was born in Urbino in 1483 and first trained with his father, the painter Giovanni Santi.",,,,,,,,5/19/2016 11:54:50,,,,CAN,false,Birth,5/19/2016 11:52:27,0.6216,,,,,,,,,None,Dartmouth,,,,,,,,,"Occupation
None",,956432789,,,,,,,,None,None,Occupation,Father,NS,bear,37336603,,,,Mother,Father,Child,Occupation,prizerebel,,,,,,,,,,,,196525,true,,,,,painter,Giovanni Santi,Urbino,first,,,,,None,Father,,,142.177.156.75,,1992425062,
,"He was born in Urbino in 1483 and first trained with his father, the painter Giovanni Santi.",,,,,,,,5/20/2016 14:08:47,,,,IRL,false,Birth,5/20/2016 14:07:25,0.5536,,,,,,,,,None,,,,,,,,,,"Occupation
None",,956432789,,,,,,,,None,None,Occupation,Father,,bear,9234773,,,,Mother,Father,Child,Occupation,clixsense,,,,,,,,,,,,196525,true,,,,,painter,Giovanni Santi,Urbino,first,,,,,None,Father,,,213.233.147.95,,1993961918,
,"He was born in Urbino in 1483 and first trained with his father, the painter Giovanni Santi.",,,,,,,,5/21/2016 18:13:37,,,,USA,false,Birth,5/21/2016 18:11:51,0.5714,,,,,,,,,None,Brooklyn,,,,,,,,,"Occupation
None",,956432789,,,,,,,,None,None,Occupation,Father,NY,bear,31256687,,,,Mother,Father,Child,Occupation,bitcoinget,,,,,,,,,,,,196525,true,,,,,painter,Giovanni Santi,Urbino,first,,,,,None,Father,,,47.20.252.28,,1995336708,
,"He was born in Urbino in 1483 and first trained with his father, the painter Giovanni Santi.",,,,,,,,5/22/2016 03:48:32,,,,USA,false,Birth,5/22/2016 03:46:30,0.6667,,,,,,,,,None,Taylor,,,,,,,,,"Occupation
None",,956432789,,,,,,,,None,None,Occupation,Father,MI,bear,11291592,,,,Mother,Father,Child,Occupation,neodev,,,,,,,,,,,,196525,true,,,,,painter,Giovanni Santi,Urbino,first,,,,,None,Father,,,99.170.106.105,,1995611952,
,"He was born in Urbino in 1483 and first trained with his father, the painter Giovanni Santi.",,,,,,,,5/22/2016 15:43:40,,,,CAN,false,Birth,5/22/2016 15:33:26,0.75,,,,,,,,,None,Montréal,,,,,,,,,"Occupation
None",,956432789,,,,,,,,None,None,Occupation,Father,QC,bear,31637926,,,,Mother,Father,Child,Occupation,elite,,,,,,,,,,,,196525,true,,,,,painter,Giovanni Santi,Urbino,first,,,,,None,Father,,,167.114.159.186,,1995893365,
,"He was born in Urbino in 1483 and first trained with his father, the painter Giovanni Santi.",,,,,,,,5/23/2016 17:40:28,,,,GBR,false,Birth,5/23/2016 17:35:19,0.6,,,,,,,,,None,Edinburgh,,,,,,,,,"Occupation
None",,956432789,,,,,,,,None,None,Occupation,Father,U8,bear,36364631,,,,Mother,Father,Child,Occupation,neodev,,,,,,,,,,,,196525,true,,,,,painter,Giovanni Santi,Urbino,first,,,,,None,Father,,,176.27.6.6,,1997023449,
,"He was born in Urbino in 1483 and first trained with his father, the painter Giovanni Santi.",,,,,,,,5/23/2016 20:30:49,,,,USA,false,Birth,5/23/2016 20:24:10,0.5577,,,,,,,,,None,Reston,,,,,,,,,"Occupation
None",,956432789,,,,,,,,None,None,Occupation,Father,VA,bear,36340274,,,,Mother,Father,Child,Occupation,neodev,,,,,,,,,,,,196525,true,,,,,painter,Giovanni Santi,Urbino,first,,,,,None,Father,,,69.255.41.140,,1997194724,
,"He was born in Urbino in 1483 and first trained with his father, the painter Giovanni Santi.",,,,,,,,5/23/2016 22:30:03,,,,CAN,false,Birth,5/23/2016 22:28:17,0.5,,,,,,,,,None,Burnaby,,,,,,,,,"Occupation
None",,956432789,,,,,,,,None,None,Occupation,Father,BC,bear,19543823,,,,Mother,Father,Child,Occupation,prodege,,,,,,,,,,,,196525,true,,,,,painter,Giovanni Santi,Urbino,first,,,,,None,Father,,,75.157.35.5,,1997322021,
,"The daughter of distinguished mathematician, David Rees, who played an important role in breaking the Enigma ciphers at",,,,,,,,5/19/2016 21:06:25,,,,USA,false,Players and roles,5/19/2016 21:03:55,0.5577,,,,,,,,,Player,Reston,,,,,,,,,"Performance
None",,957388951,,,,,,,,None,Player,None,,VA,play,36340274,,,,Co-player,Audience,Player,Performance,neodev,,,,,,,,,,,,28798,true,,,,,Enigma ciphers,,mathematician,David Rees,,,,,"Player
None",,,,69.255.41.140,,1992975298,
